US01100001007486000000000000010300;000000000000010300;;0001007486;US01;10;USD;147.65
US01100001007486000000000000010400;000000000000010400;;0001007486;US01;10;USD;60.69
US01100001007486000000000000017546;000000000000017546;;0001007486;US01;10;USD;1.16
US01100001007486000000000000017548;000000000000017548;;0001007486;US01;10;USD;12.16
US01100001007486000000000000017549;000000000000017549;;0001007486;US01;10;USD;1.16
US01100001007486000000000000017552;000000000000017552;;0001007486;US01;10;USD;2000.00
US01100001007486000000000000017553;000000000000017553;;0001007486;US01;10;USD;1.15
US01100001007486000000000000017555;000000000000017555;;0001007486;US01;10;USD;1.16
US01100001007486000000000000018555;000000000000018555;;0001007486;US01;10;USD;1.16
US01100001007486000000000000020050;000000000000020050;;0001007486;US01;10;USD;211.83
US01100001007486000000000000020060;000000000000020060;;0001007486;US01;10;USD;211.83
US01100001007486000000000000020070;000000000000020070;;0001007486;US01;10;USD;113.83
US01100001007486000000000000020100;000000000000020100;;0001007486;US01;10;USD;242.50
US01100001007486000000000000020160;000000000000020160;;0001007486;US01;10;USD;910.60
US01100001007486000000000000020600;000000000000020600;;0001007486;US01;10;USD;213.11
US01100001007486000000000000020701;000000000000020701;;0001007486;US01;10;USD;220.35
US01100001007486000000000000020800;000000000000020800;;0001007486;US01;10;USD;210.92
